id,numero_da_amostra,tipo_da_forma_de_abastecimento,ano,mes,data_da_coleta,area,zona,latitude,longitude,parametro,resultado,procedencia_da_coleta,ponto_de_coleta,resultado_original,resultado_numerico,data_coleta,bairro,conforme
208,250104000580,SAA,2025,4,2025-04-01,BROTAS,Urbana,-12.9774119,-38.4994044,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-01,BROTAS,True
209,250104000624,SAA,2025,4,2025-04-03,SETE PORTAS,Urbana,-12.9686314,-38.4967082,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-03,SETE PORTAS,True
210,250104000691,SAA,2025,4,2025-04-10,BONFIM,Urbana,-12.9300624,-38.5107076,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-10,BONFIM,True
211,250104000573,SAA,2025,4,2025-04-01,SAO CRISTOVAO,Urbana,-12.9108684,-38.354817,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-01,SAO CRISTOVAO,True
212,250104000719,SAA,2025,4,2025-04-14,BARRA,Urbana,-13.0061928,-38.5328391,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-14,BARRA,True
213,250104000665,SAA,2025,4,2025-04-08,SAO CAETANO,Urbana,-12.9334698,-38.4828891,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-08,SAO CAETANO,True
214,250104000712,SAA,2025,4,2025-04-14,SABOEIRO,Urbana,-12.9605618,-38.4481118,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-14,SABOEIRO,True
215,250104000616,SAA,2025,4,2025-04-03,CAMPINAS DE BROTAS,Urbana,-12.9822708,-38.4778317,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Reservatório de distribuição,AUSENTE,0.0,2025-04-03,CAMPINAS DE BROTAS,True
216,250104000648,SAA,2025,4,2025-04-08,CASTELO BRANCO,Urbana,-12.9013049,-38.4322287,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-08,CASTELO BRANCO,True
217,250104000578,SAA,2025,4,2025-04-01,ENGENHO VELHO DE BROTAS,Urbana,-12.9881932,-38.5008212,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-01,ENGENHO VELHO DE BROTAS,True
218,250104000724,SAA,2025,4,2025-04-14,FEDERACAO,Urbana,-12.9973266,-38.5155015,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-14,FEDERACAO,True
219,250104000713,SAA,2025,4,2025-04-14,CABULA,Urbana,-12.9584187,-38.4523852,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-14,CABULA,True
220,250104000613,SAA,2025,4,2025-04-03,LIBERDADE,Urbana,-12.9495478,-38.4959448,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-03,LIBERDADE,True
221,250104000733,SAA,2025,4,2025-04-28,ILHA AMARELA,Urbana,-12.8876049,-38.4689196,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Reservatório de distribuição,AUSENTE,0.0,2025-04-28,ILHA AMARELA,True
222,250104000607,SAA,2025,4,2025-04-03,IAPI,Urbana,-12.9550121,-38.479657,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-03,IAPI,True
223,250104000715,SAA,2025,4,2025-04-14,ESTRADA DAS BARREIRAS,Urbana,-12.9430904,-38.45712,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-14,ESTRADA DAS BARREIRAS,True
224,250104000629,SAA,2025,4,2025-04-07,AGUAS CLARAS,Urbana,-12.8887609,-38.4208856,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-07,AGUAS CLARAS,True
225,250104000668,SAA,2025,4,2025-04-08,SAO CAETANO,Urbana,-12.93527,-38.47578,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-08,SAO CAETANO,True
226,250104000647,SAA,2025,4,2025-04-08,CASTELO BRANCO,Urbana,-12.9043897,-38.4408708,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-08,CASTELO BRANCO,True
227,250104000760,SAA,2025,4,2025-04-29,VALERIA,Urbana,-12.8792686,-38.4385021,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-29,VALERIA,True
228,250104000755,SAA,2025,4,2025-04-29,MONTE SERRAT,Urbana,-12.9293799,-38.5164245,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-29,MONTE SERRAT,True
229,250104000758,SAA,2025,4,2025-04-29,PIRAJA,Urbana,-12.8983029,-38.4584337,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Reservatório de distribuição,AUSENTE,0.0,2025-04-29,PIRAJA,True
230,250104000754,SAA,2025,4,2025-04-29,MONTE SERRAT,Urbana,-12.9576787,-38.4968458,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-29,MONTE SERRAT,True
231,250104000765,SAA,2025,4,2025-04-29,FAZENDA GRANDE DO RETIRO,Urbana,-12.9474788,-38.4816556,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-29,FAZENDA GRANDE DO RETIRO,True
232,250104000756,SAA,2025,4,2025-04-29,DENDEZEIROS,Urbana,-12.929073,-38.505819,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-29,DENDEZEIROS,True
233,250104000748,SAA,2025,4,2025-04-28,PELOURINHO,Urbana,-12.9735122,-38.5108814,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-28,PELOURINHO,True
234,250104000745,SAA,2025,4,2025-04-28,NAZARE,Urbana,-12.9720626,-38.501378,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-28,NAZARE,True
235,250104000744,SAA,2025,4,2025-04-28,NAZARE,Urbana,-12.9722076,-38.5015539,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-28,NAZARE,True
236,250104000763,SAA,2025,4,2025-04-29,SAO CAETANO,Urbana,-12.9368449,-38.4886624,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-29,SAO CAETANO,True
237,250104000747,SAA,2025,4,2025-04-28,SANTO ANTÔNIO ALÉM DO CARMO,Urbana,-12.9672411,-38.5051227,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-28,SANTO ANTÔNIO ALÉM DO CARMO,True
238,250104000740,SAA,2025,4,2025-04-28,TORORO,Urbana,-12.9830904,-38.5088441,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-28,TORORO,True
239,250104000757,SAA,2025,4,2025-04-29,CAMINHO DE AREIA,Urbana,-12.9299165,-38.5055196,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-29,CAMINHO DE AREIA,True
240,250104000764,SAA,2025,4,2025-04-29,FAZENDA GRANDE DO RETIRO,Urbana,-12.941824,-38.4830356,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-29,FAZENDA GRANDE DO RETIRO,True
241,250104000766,SAA,2025,4,2025-04-29,FAZENDA GRANDE DO RETIRO,Urbana,-12.9483085,-38.4790421,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-29,FAZENDA GRANDE DO RETIRO,True
242,250104000753,SAA,2025,4,2025-04-29,BONFIM,Urbana,-12.9245802,-38.5105627,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-29,BONFIM,True
243,250104000749,SAA,2025,4,2025-04-29,MASSARANDUBA,Urbana,-12.9282909,-38.497982,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-29,MASSARANDUBA,True
244,250104000743,SAA,2025,4,2025-04-28,NAZARE,Urbana,-12.9746323,-38.502258,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-28,NAZARE,True
245,250104000741,SAA,2025,4,2025-04-28,NAZARE,Urbana,-12.9788937,-38.5082991,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-28,NAZARE,True
246,250104000767,SAA,2025,4,2025-04-29,FAZENDA GRANDE DO RETIRO,Urbana,-12.9497186,-38.4784136,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-29,FAZENDA GRANDE DO RETIRO,True
247,250104000750,SAA,2025,4,2025-04-29,MASSARANDUBA,Urbana,-12.9253958,-38.5019419,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-29,MASSARANDUBA,True
248,250104000676,SAA,2025,4,2025-04-09,BOCA DO RIO,Urbana,-12.9786105,-38.4322751,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-09,BOCA DO RIO,True
249,250104000725,SAA,2025,4,2025-04-14,FEDERACAO,Urbana,-12.9977651,-38.5130478,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-14,FEDERACAO,True
250,250104000670,SAA,2025,4,2025-04-09,PARALELA,Urbana,-12.9514076,-38.4297578,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-09,PARALELA,True
251,250104000746,SAA,2025,4,2025-04-28,NAZARE,Urbana,-12.9717935,-38.5024859,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-28,NAZARE,True
252,250104000728,SAA,2025,4,2025-04-28,PARIPE,Urbana,-12.8330152,-38.4652195,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-28,PARIPE,True
253,250104000734,SAA,2025,4,2025-04-28,ILHA AMARELA,Urbana,-12.8877313,-38.4690693,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-28,ILHA AMARELA,True
254,250104000732,SAA,2025,4,2025-04-28,ILHA AMARELA,Urbana,-12.8876049,-38.4689196,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Reservatório de distribuição,AUSENTE,0.0,2025-04-28,ILHA AMARELA,True
255,250104000599,SAA,2025,4,2025-04-02,PITUBA,Urbana,-12.9982542,-38.4586329,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-02,PITUBA,True
256,250104000667,SAA,2025,4,2025-04-08,SAO CAETANO,Urbana,-12.9340897,-38.4763333,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-08,SAO CAETANO,True
257,250104000706,SAA,2025,4,2025-04-10,COMERCIO,Urbana,-12.9675548,-38.5104299,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-10,COMERCIO,True
258,250104000611,SAA,2025,4,2025-04-03,CAIXA D'AGUA,Urbana,-12.9569299,-38.4954377,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Reservatório de distribuição,AUSENTE,0.0,2025-04-03,CAIXA D'AGUA,True
259,250104000606,SAA,2025,4,2025-04-03,IAPI,Urbana,-12.9571707,-38.4878926,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-03,IAPI,True
260,250104000703,SAA,2025,4,2025-04-10,NAZARE,Urbana,-12.9717935,-38.5024859,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-10,NAZARE,True
261,250104000693,SAA,2025,4,2025-04-10,BONFIM,Urbana,-12.9353356,-38.5078683,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-10,BONFIM,True
262,250104000692,SAA,2025,4,2025-04-10,ROMA,Urbana,-12.934831,-38.5088189,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-10,ROMA,True
263,250104000605,SAA,2025,4,2025-04-03,CIDADE NOVA,Urbana,-12.9650303,-38.4841701,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-03,CIDADE NOVA,True
264,250104000726,SAA,2025,4,2025-04-28,PERIPERI,Urbana,-12.865501,-38.4575642,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-28,PERIPERI,True
265,250104000565,SAA,2025,4,2025-04-01,PATAMARES,Urbana,-12.9642767,-38.4023734,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-01,PATAMARES,True
266,250104000569,SAA,2025,4,2025-04-01,MUSSURUNGA I,Urbana,-12.9174058,-38.3658434,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-01,MUSSURUNGA I,True
267,250104000574,SAA,2025,4,2025-04-01,SAO CRISTOVAO,Urbana,-12.9100858,-38.3528003,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-01,SAO CRISTOVAO,True
268,250104000572,SAA,2025,4,2025-04-01,MUSSURUNGA I,Urbana,-12.9128005,-38.368435,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-01,MUSSURUNGA I,True
269,250104000579,SAA,2025,4,2025-04-01,ENGENHO VELHO DE BROTAS,Urbana,-12.9844187,-38.5035581,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-01,ENGENHO VELHO DE BROTAS,True
270,250104000584,SAA,2025,4,2025-04-01,CAMPINAS DE BROTAS,Urbana,-12.9811285,-38.4765116,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-01,CAMPINAS DE BROTAS,True
271,250104000581,SAA,2025,4,2025-04-01,BROTAS,Urbana,-12.9896525,-38.4886652,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-01,BROTAS,True
272,250104000595,SAA,2025,4,2025-04-02,GARCIA,Urbana,-13.0061873,-38.5007207,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Reservatório de distribuição,AUSENTE,0.0,2025-04-02,GARCIA,True
273,250104000588,SAA,2025,4,2025-04-02,PATAMARES,Urbana,-12.94097,-38.40252,Escherichia coli,AUSENTE,INTRA-DOMICILIAR / INTRA-PREDIAL,Torneira após a reservação,AUSENTE,0.0,2025-04-02,PATAMARES,True
274,250104000586,SAA,2025,4,2025-04-02,PATAMARES,Urbana,-12.94097,-38.40252,Escherichia coli,AUSENTE,INTRA-DOMICILIAR / INTRA-PREDIAL,Torneira após a reservação,AUSENTE,0.0,2025-04-02,PATAMARES,True
275,250104000651,SAA,2025,4,2025-04-08,SAO MARCOS,Urbana,-12.9254223,-38.4359021,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-08,SAO MARCOS,True
276,250104000627,SAA,2025,4,2025-04-03,AGUAS CLARAS,Urbana,-12.8937081,-38.440751,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Reservatório de distribuição,AUSENTE,0.0,2025-04-03,AGUAS CLARAS,True
277,250104000600,SAA,2025,4,2025-04-02,PITUBA,Urbana,-12.9875764,-38.450551,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-02,PITUBA,True
278,250104000675,SAA,2025,4,2025-04-09,BOCA DO RIO,Urbana,-12.9797437,-38.436922,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-09,BOCA DO RIO,True
279,250104000680,SAA,2025,4,2025-04-09,RIO VERMELHO,Urbana,-13.0159885,-38.486434,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-09,RIO VERMELHO,True
280,250104000609,SAA,2025,4,2025-04-03,BARROS REIS,Urbana,-12.9670275,-38.4802795,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-03,BARROS REIS,True
281,250104000721,SAA,2025,4,2025-04-14,VITORIA,Urbana,-12.9936394,-38.5264447,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-14,VITORIA,True
282,250104000582,SAA,2025,4,2025-04-01,CAMPINAS DE BROTAS,Urbana,-12.9822708,-38.4778317,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Reservatório de distribuição,AUSENTE,0.0,2025-04-01,CAMPINAS DE BROTAS,True
283,250104000761,SAA,2025,4,2025-04-29,VALERIA,Urbana,-12.8730556,-38.4352778,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-29,VALERIA,True
284,250104000644,SAA,2025,4,2025-04-07,SUSSUARANA,Urbana,-12.9330548,-38.4451906,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-07,SUSSUARANA,True
285,250104000717,SAA,2025,4,2025-04-14,JARDIM APIPEMA,Urbana,-13.0055148,-38.5180584,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-14,JARDIM APIPEMA,True
286,250104000601,SAA,2025,4,2025-04-02,PITUBA,Urbana,-13.0031564,-38.4592216,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-02,PITUBA,True
287,250104000659,SAA,2025,4,2025-04-08,FAZENDA GRANDE DO RETIRO,Urbana,-12.9537196,-38.4751009,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-08,FAZENDA GRANDE DO RETIRO,True
288,250104000679,SAA,2025,4,2025-04-09,COSTA AZUL,Urbana,-12.9852244,-38.4374353,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-09,COSTA AZUL,True
289,250104000570,SAA,2025,4,2025-04-01,MUSSURUNGA II,Urbana,-12.9212027,-38.3729963,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-01,MUSSURUNGA II,True
290,250104000566,SAA,2025,4,2025-04-01,PATAMARES,Urbana,-12.9574916,-38.400895,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-01,PATAMARES,True
291,250104000731,SAA,2025,4,2025-04-28,COUTOS,Urbana,-12.8563611,-38.499171,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-28,COUTOS,True
292,250104000739,SAA,2025,4,2025-04-28,NAZARE,Urbana,-12.9845567,-38.5141403,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-28,NAZARE,True
293,250104000668,SAA,2025,4,2025-04-08,SAO CAETANO,Urbana,-12.93527,-38.47578,Turbidez (uT),"0,02",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"0,02",0.02,2025-04-08,SAO CAETANO,True
294,250104000622,SAA,2025,4,2025-04-03,MATATU,Urbana,-12.9771454,-38.4951725,Turbidez (uT),"0,02",SISTEMA DE DISTRIBUIÇÃO,Reservatório de distribuição,"0,02",0.02,2025-04-03,MATATU,True
295,250104000657,SAA,2025,4,2025-04-08,SAO MARCOS,Urbana,-12.9331497,-38.8442065,Turbidez (uT),"0,02",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"0,02",0.02,2025-04-08,SAO MARCOS,True
296,250104000614,SAA,2025,4,2025-04-03,LIBERDADE,Urbana,-12.9471449,-38.4936106,Turbidez (uT),"0,02",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"0,02",0.02,2025-04-03,LIBERDADE,True
297,250104000639,SAA,2025,4,2025-04-07,NARANDIBA,Urbana,-12.953021,-38.4488291,Turbidez (uT),"0,02",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"0,02",0.02,2025-04-07,NARANDIBA,True
298,250104000574,SAA,2025,4,2025-04-01,SAO CRISTOVAO,Urbana,-12.9100858,-38.3528003,Turbidez (uT),"0,02",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"0,02",0.02,2025-04-01,SAO CRISTOVAO,True
299,250104000725,SAA,2025,4,2025-04-14,FEDERACAO,Urbana,-12.9977651,-38.5130478,Turbidez (uT),"0,02",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"0,02",0.02,2025-04-14,FEDERACAO,True
300,250104000720,SAA,2025,4,2025-04-14,BARRA,Urbana,-13.0027501,-38.524242,Turbidez (uT),"0,02",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"0,02",0.02,2025-04-14,BARRA,True
301,250104000609,SAA,2025,4,2025-04-03,BARROS REIS,Urbana,-12.9670275,-38.4802795,Turbidez (uT),"0,02",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"0,02",0.02,2025-04-03,BARROS REIS,True
302,250104000576,SAA,2025,4,2025-04-01,BROTAS,Urbana,-12.99608,-38.48983,Turbidez (uT),"0,02",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"0,02",0.02,2025-04-01,BROTAS,True
303,250104000709,SAA,2025,4,2025-04-14,CABULA,Urbana,-12.9585879,-38.4673789,Turbidez (uT),"0,02",SISTEMA DE DISTRIBUIÇÃO,Reservatório de distribuição,"0,02",0.02,2025-04-14,CABULA,True
304,250104000601,SAA,2025,4,2025-04-02,PITUBA,Urbana,-13.0031564,-38.4592216,Turbidez (uT),"0,02",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"0,02",0.02,2025-04-02,PITUBA,True
305,250104000607,SAA,2025,4,2025-04-03,IAPI,Urbana,-12.9550121,-38.479657,Turbidez (uT),"0,02",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"0,02",0.02,2025-04-03,IAPI,True
306,250104000732,SAA,2025,4,2025-04-28,ILHA AMARELA,Urbana,-12.8876049,-38.4689196,Turbidez (uT),"0,02",SISTEMA DE DISTRIBUIÇÃO,Reservatório de distribuição,"0,02",0.02,2025-04-28,ILHA AMARELA,True
307,250104000719,SAA,2025,4,2025-04-14,BARRA,Urbana,-13.0061928,-38.5328391,Turbidez (uT),"0,02",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"0,02",0.02,2025-04-14,BARRA,True
308,250104000724,SAA,2025,4,2025-04-14,FEDERACAO,Urbana,-12.9973266,-38.5155015,Turbidez (uT),"0,02",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"0,02",0.02,2025-04-14,FEDERACAO,True
309,250104000675,SAA,2025,4,2025-04-09,BOCA DO RIO,Urbana,-12.9797437,-38.436922,Turbidez (uT),"0,02",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"0,02",0.02,2025-04-09,BOCA DO RIO,True
310,250104000586,SAA,2025,4,2025-04-02,PATAMARES,Urbana,-12.94097,-38.40252,Turbidez (uT),"0,02",INTRA-DOMICILIAR / INTRA-PREDIAL,Torneira após a reservação,"0,02",0.02,2025-04-02,PATAMARES,True
311,250104000618,SAA,2025,4,2025-04-03,BROTAS,Urbana,-12.9907486,-38.485112,Turbidez (uT),"0,02",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"0,02",0.02,2025-04-03,BROTAS,True
312,250104000760,SAA,2025,4,2025-04-29,VALERIA,Urbana,-12.8792686,-38.4385021,Turbidez (uT),"0,02",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"0,02",0.02,2025-04-29,VALERIA,True
313,250104000755,SAA,2025,4,2025-04-29,MONTE SERRAT,Urbana,-12.9293799,-38.5164245,Turbidez (uT),"0,02",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"0,02",0.02,2025-04-29,MONTE SERRAT,True
